,informant,start,end,filename,corpus,text,gender,age
Sib_05-m_138.7_139.98,Sib_05-m,138.7,139.98,./trimmed/Sib_05-m_138.7_139.98.wav,standart,а все переходили пешком.,m,22
Sib_05-m_139.98_142.54,Sib_05-m,139.98,142.54,./trimmed/Sib_05-m_139.98_142.54.wav,standart,∙∙∙ Вот такие у меня друзья и родственники.,m,22
Sib_05-m_142.54_143.9,Sib_05-m,142.54,143.9,./trimmed/Sib_05-m_142.54_143.9.wav,standart,"∙∙∙ Кинули блин,",m,22
Sib_05-m_143.9_145.99,Sib_05-m,143.9,145.99,./trimmed/Sib_05-m_143.9_145.99.wav,standart,"∙∙∙ товарища в трудную минуту,",m,22
Sib_05-m_145.99_147.36,Sib_05-m,145.99,147.36,./trimmed/Sib_05-m_145.99_147.36.wav,standart,"и-и ∙∙∙ смотрели,",m,22
Sib_05-m_147.36_148.26,Sib_05-m,147.36,148.26,./trimmed/Sib_05-m_147.36_148.26.wav,standart,как он погибает [в одну ка]ску!,m,22
Sib_05-m_148.92_152.33,Sib_05-m,148.92,152.33,./trimmed/Sib_05-m_148.92_152.33.wav,standart,"∙∙∙∙ Ну всё-таки мы нашли этот место,",m,22
Sib_05-m_152.33_154.55,Sib_05-m,152.33,154.55,./trimmed/Sib_05-m_152.33_154.55.wav,standart,"∙∙∙ набрали очень ‖ ∙∙ ну не очень,",m,22
Sib_05-m_154.55_156.09,Sib_05-m,154.55,156.09,./trimmed/Sib_05-m_154.55_156.09.wav,standart,"но ∙∙ прилично грибов,",m,22
Sib_05-m_156.88_157.91,Sib_05-m,156.88,157.91,./trimmed/Sib_05-m_156.88_157.91.wav,standart,∙∙∙ н-да-а...,m,22
Sib_05-m_157.91_161.36,Sib_05-m,157.91,161.36,./trimmed/Sib_05-m_157.91_161.36.wav,standart,"∙∙∙ Так что вот там ∙∙∙∙ хорошо отдохнули,",m,22
Sib_05-m_161.36_162.85,Sib_05-m,161.36,162.85,./trimmed/Sib_05-m_161.36_162.85.wav,standart,"у нас к сожалению не было фотоаппарата,",m,22
Sib_05-m_162.85_163.97,Sib_05-m,162.85,163.97,./trimmed/Sib_05-m_162.85_163.97.wav,standart,чтоб пофотографироваться.,m,22
Sib_05-m_163.97_165.05,Sib_05-m,163.97,165.05,./trimmed/Sib_05-m_163.97_165.05.wav,standart,"∙∙∙ Думаю,",m,22
Sib_05-m_165.05_166.79,Sib_05-m,165.05,166.79,./trimmed/Sib_05-m_165.05_166.79.wav,standart,получились бы прикольные фотографии...,m,22
Sib_05-m_166.79_168.66,Sib_05-m,166.79,168.66,./trimmed/Sib_05-m_166.79_168.66.wav,standart,∙∙∙ И времени кстати было мало!,m,22
Sib_05-m_168.66_170.76,Sib_05-m,168.66,170.76,./trimmed/Sib_05-m_168.66_170.76.wav,standart,"∙∙∙∙ Чтобы отдохнуть,",m,22
Sib_05-m_170.76_171.75,Sib_05-m,170.76,171.75,./trimmed/Sib_05-m_170.76_171.75.wav,standart,"если б поехали бы с утра,",m,22
Sib_05-m_171.75_172.74,Sib_05-m,171.75,172.74,./trimmed/Sib_05-m_171.75_172.74.wav,standart,было намного бы лучше.,m,22
Sib_05-m_172.74_173.95,Sib_05-m,172.74,173.95,./trimmed/Sib_05-m_172.74_173.95.wav,standart,"∙∙ Там бы и посидели,",m,22
Sib_05-m_173.95_175.48,Sib_05-m,173.95,175.48,./trimmed/Sib_05-m_173.95_175.48.wav,standart,и пикник бы небольшой устроили б...,m,22
Sib_05-m_175.48_177.7,Sib_05-m,175.48,177.7,./trimmed/Sib_05-m_175.48_177.7.wav,standart,"∙∙∙ Можно бы даже костерочек разжечь,,,",m,22
Sib_05-m_177.7_177.87,Sib_05-m,177.7,177.87,./trimmed/Sib_05-m_177.7_177.87.wav,standart,да?,m,22
Sib_05-m_178.79_179.71,Sib_05-m,178.79,179.71,./trimmed/Sib_05-m_178.79_179.71.wav,standart,[Ч= ==],m,22
Sib_05-m_180.77_181.42,Sib_05-m,180.77,181.42,./trimmed/Sib_05-m_180.77_181.42.wav,standart,[{СМЕХ}] [Чайку] бы сварили...,m,22
Sib_05-m_182.75_185.13,Sib_05-m,182.75,185.13,./trimmed/Sib_05-m_182.75_185.13.wav,standart,"∙∙∙∙ Потом нам позвонили,",m,22
Sib_05-m_185.13_185.66,Sib_05-m,185.13,185.66,./trimmed/Sib_05-m_185.13_185.66.wav,standart,"∙∙ сказали,",m,22
Sib_05-m_185.66_187.04,Sib_05-m,185.66,187.04,./trimmed/Sib_05-m_185.66_187.04.wav,standart,"что «В горы идёт сильный дождь,",m,22
Sib_05-m_187.04_189.36,Sib_05-m,187.04,189.36,./trimmed/Sib_05-m_187.04_189.36.wav,standart,∙∙∙ вам лучше сваливать оттуда¡!»,m,22
Sib_05-m_189.36_192.26,Sib_05-m,189.36,192.26,./trimmed/Sib_05-m_189.36_192.26.wav,standart,"∙∙∙ Мы как ∙∙∙ добрые люди испугались,",m,22
Sib_05-m_192.26_193.62,Sib_05-m,192.26,193.62,./trimmed/Sib_05-m_192.26_193.62.wav,standart,и быстрее из леса бежать!,m,22
Sib_05-m_193.62_195.46,Sib_05-m,193.62,195.46,./trimmed/Sib_05-m_193.62_195.46.wav,standart,"∙∙∙ Постояли <воз= мм =ле> машины,",m,22
Sib_05-m_195.46_195.89,Sib_05-m,195.46,195.89,./trimmed/Sib_05-m_195.46_195.89.wav,standart,"∙∙ увидели,",m,22
Sib_05-m_195.89_198.54,Sib_05-m,195.89,198.54,./trimmed/Sib_05-m_195.89_198.54.wav,standart,"как ∙∙ мимо нас проходит дождик где-то над городом,",m,22
Sib_05-m_198.54_200.23,Sib_05-m,198.54,200.23,./trimmed/Sib_05-m_198.54_200.23.wav,standart,∙∙∙ и поехали домой.,m,22
Sib_05-m_200.23_205.23,Sib_05-m,200.23,205.23,./trimmed/Sib_05-m_200.23_205.23.wav,standart,∙∙∙∙ Потом ∙∙ долго и-и мучительно мыли грибы...,m,22
Sib_05-m_205.23_206.98,Sib_05-m,205.23,206.98,./trimmed/Sib_05-m_205.23_206.98.wav,standart,"∙∙∙ Саша потом-м звонил,",m,22
Sib_05-m_206.98_207.92,Sib_05-m,206.98,207.92,./trimmed/Sib_05-m_206.98_207.92.wav,standart,"∙∙ спрашивал,",m,22
Sib_05-m_207.92_208.82,Sib_05-m,207.92,208.82,./trimmed/Sib_05-m_207.92_208.82.wav,standart,"как же их солить,",m,22
Sib_05-m_208.82_211.0,Sib_05-m,208.82,211.0,./trimmed/Sib_05-m_208.82_211.0.wav,standart,∙∙ ло́жить кверху шляпками или наоборот!,m,22
Sib_05-m_213.33_213.67,Sib_05-m,213.33,213.67,./trimmed/Sib_05-m_213.33_213.67.wav,standart,Да-а...,m,22
Sib_05-m_214.06_216.01,Sib_05-m,214.06,216.01,./trimmed/Sib_05-m_214.06_216.01.wav,standart,Нало= ‖ нало́жил всяко разного наверно.,m,22
Sib_05-m_217.27_217.54,Sib_05-m,217.27,217.54,./trimmed/Sib_05-m_217.27_217.54.wav,standart,Да-а?,m,22
Sib_05-m_217.54_221.26,Sib_05-m,217.54,221.26,./trimmed/Sib_05-m_217.54_221.26.wav,standart,∙∙∙∙ Так что ∙∙∙ так вот мы съездили за грибами.,m,22
Sib_06-f_0.0_1.23,Sib_06-f,0.0,1.23,./trimmed/Sib_06-f_0.0_1.23.wav,standart,"∙∙ Когда я была маленькой,",f,41
Sib_06-f_1.23_3.06,Sib_06-f,1.23,3.06,./trimmed/Sib_06-f_1.23_3.06.wav,standart,я жила у-у ‖ ∙∙ у бабушки.,f,41
Sib_06-f_3.06_5.66,Sib_06-f,3.06,5.66,./trimmed/Sib_06-f_3.06_5.66.wav,standart,∙∙ Бабушка ∙∙∙∙ со мной возилась.,f,41
Sib_06-f_5.66_7.49,Sib_06-f,5.66,7.49,./trimmed/Sib_06-f_5.66_7.49.wav,standart,"∙∙ мм ∙∙ Бабушка рассказывала,",f,41
Sib_06-f_7.49_11.92,Sib_06-f,7.49,11.92,./trimmed/Sib_06-f_7.49_11.92.wav,standart,что я ∙∙∙ всё время ∙∙ бежала ∙∙∙ куда-то в школу.,f,41
Sib_06-f_11.92_13.62,Sib_06-f,11.92,13.62,./trimmed/Sib_06-f_11.92_13.62.wav,standart,"∙∙∙ Хотя не понимала,",f,41
Sib_06-f_13.62_14.63,Sib_06-f,13.62,14.63,./trimmed/Sib_06-f_13.62_14.63.wav,standart,"что такое школа,,,",f,41
Sib_06-f_14.63_15.04,Sib_06-f,14.63,15.04,./trimmed/Sib_06-f_14.63_15.04.wav,standart,зачем...,f,41
Sib_06-f_15.04_17.31,Sib_06-f,15.04,17.31,./trimmed/Sib_06-f_15.04_17.31.wav,standart,"∙∙∙∙ Она рассказывала,",f,41
Sib_06-f_17.31_18.24,Sib_06-f,17.31,18.24,./trimmed/Sib_06-f_17.31_18.24.wav,standart,"что я схвачу-у,",f,41
Sib_06-f_18.24_19.33,Sib_06-f,18.24,19.33,./trimmed/Sib_06-f_18.24_19.33.wav,standart,"∙∙ любую сумку’,",f,41
Sib_06-f_19.33_20.55,Sib_06-f,19.33,20.55,./trimmed/Sib_06-f_19.33_20.55.wav,standart,"∙∙ и-и бегу-у,,,",f,41
Sib_06-f_20.55_21.3,Sib_06-f,20.55,21.3,./trimmed/Sib_06-f_20.55_21.3.wav,standart,∙∙ по улице.,f,41
Sib_06-f_21.3_24.56,Sib_06-f,21.3,24.56,./trimmed/Sib_06-f_21.3_24.56.wav,standart,"∙∙∙ «И вот однажды говорит ∙∙ <вот так | əтак> убежала,»",f,41
Sib_06-f_24.56_26.59,Sib_06-f,24.56,26.59,./trimmed/Sib_06-f_24.56_26.59.wav,standart,∙∙∙ (Бабушка <уже> рассказывала.),f,41
Sib_06-f_26.59_28.49,Sib_06-f,26.59,28.49,./trimmed/Sib_06-f_26.59_28.49.wav,standart,"∙∙∙ «бежит по улице,",f,41
Sib_06-f_28.49_30.14,Sib_06-f,28.49,30.14,./trimmed/Sib_06-f_28.49_30.14.wav,standart,волосёнки развева-аются!...,f,41
Sib_06-f_30.14_31.81,Sib_06-f,30.14,31.81,./trimmed/Sib_06-f_30.14_31.81.wav,standart,"∙∙∙ И я говорит бегу за ней,",f,41
Sib_06-f_31.81_32.74,Sib_06-f,31.81,32.74,./trimmed/Sib_06-f_31.81_32.74.wav,standart,"поймать не могу,",f,41
Sib_06-f_32.74_36.83,Sib_06-f,32.74,36.83,./trimmed/Sib_06-f_32.74_36.83.wav,standart,"∙∙∙∙ и ∙∙ ’’ в этот момент ∙∙∙ запну-улась,",f,41
Sib_06-f_36.83_37.83,Sib_06-f,36.83,37.83,./trimmed/Sib_06-f_36.83_37.83.wav,standart,∙∙ упа-ала...»,f,41
Sib_06-f_37.83_40.44,Sib_06-f,37.83,40.44,./trimmed/Sib_06-f_37.83_40.44.wav,standart,∙∙∙∙ Бабушка говорит:,f,41
Sib_06-f_40.44_43.64,Sib_06-f,40.44,43.64,./trimmed/Sib_06-f_40.44_43.64.wav,standart,"∙∙∙ «Если б я тебя в это з= ‖ время поймала,",f,41
Sib_06-f_43.64_45.67,Sib_06-f,43.64,45.67,./trimmed/Sib_06-f_43.64_45.67.wav,standart,{СМЕХ} я б тебя наверно уби-ила <б>!»,f,41
Sib_06-f_45.67_47.37,Sib_06-f,45.67,47.37,./trimmed/Sib_06-f_45.67_47.37.wav,standart,"∙∙∙ {СМЕХ} ∙∙ <Нет>,",f,41
Sib_06-f_47.37_48.55,Sib_06-f,47.37,48.55,./trimmed/Sib_06-f_47.37_48.55.wav,standart,"∙∙ не убила конечно,",f,41
Sib_06-f_48.55_49.75,Sib_06-f,48.55,49.75,./trimmed/Sib_06-f_48.55_49.75.wav,standart,∙∙ любила.,f,41
Sib_06-f_49.75_51.53,Sib_06-f,49.75,51.53,./trimmed/Sib_06-f_49.75_51.53.wav,standart,"∙∙∙ Ну всё,",f,41
Sib_06-f_51.53_52.56,Sib_06-f,51.53,52.56,./trimmed/Sib_06-f_51.53_52.56.wav,standart,потом как-то поймала.,f,41
Sib_06-f_52.56_54.01,Sib_06-f,52.56,54.01,./trimmed/Sib_06-f_52.56_54.01.wav,standart,∙∙∙∙ Вот вся история.,f,41
Sib_07-f_0.0_2.2,Sib_07-f,0.0,2.2,./trimmed/Sib_07-f_0.0_2.2.wav,standart,"Я работала в экспедиции в павлодарской,",f,42
Sib_07-f_2.2_3.4,Sib_07-f,2.2,3.4,./trimmed/Sib_07-f_2.2_3.4.wav,standart,"гидрогеологическойǝ,",f,42
Sib_07-f_3.4_4.31,Sib_07-f,3.4,4.31,./trimmed/Sib_07-f_3.4_4.31.wav,standart,∙∙∙ ээ было —,f,42
Sib_07-f_4.31_4.91,Sib_07-f,4.31,4.91,./trimmed/Sib_07-f_4.31_4.91.wav,standart,"как сейчас помню,",f,42
Sib_07-f_4.91_5.97,Sib_07-f,4.91,5.97,./trimmed/Sib_07-f_4.91_5.97.wav,standart,"— тридцатое декабря,",f,42
Sib_07-f_5.97_7.24,Sib_07-f,5.97,7.24,./trimmed/Sib_07-f_5.97_7.24.wav,standart,∙∙ девяносто первого года.,f,42
Sib_07-f_7.24_10.05,Sib_07-f,7.24,10.05,./trimmed/Sib_07-f_7.24_10.05.wav,standart,"∙∙∙ Всей конторой соответственно мы отметили Новый год,",f,42
Sib_07-f_10.05_11.2,Sib_07-f,10.05,11.2,./trimmed/Sib_07-f_10.05_11.2.wav,standart,"встречу Нового года,",f,42
Sib_07-f_11.2_12.33,Sib_07-f,11.2,12.33,./trimmed/Sib_07-f_11.2_12.33.wav,standart,"∙∙ и вышли на улицу,",f,42
Sib_07-f_12.33_13.48,Sib_07-f,12.33,13.48,./trimmed/Sib_07-f_12.33_13.48.wav,standart,"(Нас-с забирал автобус,",f,42
Sib_07-f_13.48_15.68,Sib_07-f,13.48,15.68,./trimmed/Sib_07-f_13.48_15.68.wav,standart,"∙∙∙ ’’’ вывозил в город,",f,42
Sib_07-f_15.68_17.03,Sib_07-f,15.68,17.03,./trimmed/Sib_07-f_15.68_17.03.wav,standart,десять километров от города было.),f,42
Sib_07-f_17.03_18.94,Sib_07-f,17.03,18.94,./trimmed/Sib_07-f_17.03_18.94.wav,standart,"∙∙ вышли мы все хором,,,",f,42
Sib_07-f_18.94_20.56,Sib_07-f,18.94,20.56,./trimmed/Sib_07-f_18.94_20.56.wav,standart,"∙∙∙ вся контора,",f,42
Sib_07-f_20.56_21.73,Sib_07-f,20.56,21.73,./trimmed/Sib_07-f_20.56_21.73.wav,standart,"∙∙ кто в город едет,",f,42
Sib_07-f_21.73_22.08,Sib_07-f,21.73,22.08,./trimmed/Sib_07-f_21.73_22.08.wav,standart,"стоим,,,",f,42
Sib_07-f_22.08_22.85,Sib_07-f,22.08,22.85,./trimmed/Sib_07-f_22.08_22.85.wav,standart,"ожидаем автобус,",f,42
Sib_07-f_22.85_23.7,Sib_07-f,22.85,23.7,./trimmed/Sib_07-f_22.85_23.7.wav,standart,"а водитель задержался,",f,42
Sib_07-f_23.7_24.32,Sib_07-f,23.7,24.32,./trimmed/Sib_07-f_23.7_24.32.wav,standart,жену возил.,f,42
Sib_07-f_24.32_25.68,Sib_07-f,24.32,25.68,./trimmed/Sib_07-f_24.32_25.68.wav,standart,∙∙ Вдруг смотрим:,f,42
Sib_07-f_25.68_26.51,Sib_07-f,25.68,26.51,./trimmed/Sib_07-f_25.68_26.51.wav,standart,высоко в небе —,f,42
Sib_07-f_26.51_27.57,Sib_07-f,26.51,27.57,./trimmed/Sib_07-f_26.51_27.57.wav,standart,"высоко-о-высоко в небе!,",f,42
Sib_07-f_27.57_29.65,Sib_07-f,27.57,29.65,./trimmed/Sib_07-f_27.57_29.65.wav,standart,— появился такой яркий-яркий пучок света’.,f,42
Sib_07-f_29.65_31.21,Sib_07-f,29.65,31.21,./trimmed/Sib_07-f_29.65_31.21.wav,standart,∙∙ Высо-окий такой высокий!,f,42
Sib_07-f_31.21_32.97,Sib_07-f,31.21,32.97,./trimmed/Sib_07-f_31.21_32.97.wav,standart,"∙∙∙ Мы все подня́ли голос,,,",f,42
Sib_07-f_32.97_33.94,Sib_07-f,32.97,33.94,./trimmed/Sib_07-f_32.97_33.94.wav,standart,"сначала стали смеяться,",f,42
Sib_07-f_33.94_35.59,Sib_07-f,33.94,35.59,./trimmed/Sib_07-f_33.94_35.59.wav,standart,"говорит «<Мы | Ну> достаточно наверно выпили,,,",f,42
Sib_07-f_35.59_37.29,Sib_07-f,35.59,37.29,./trimmed/Sib_07-f_35.59_37.29.wav,standart,"что у нас такие ∙∙ галлюцинации.»,",f,42
Sib_07-f_37.29_37.88,Sib_07-f,37.29,37.88,./trimmed/Sib_07-f_37.29_37.88.wav,standart,потом сказали,f,42
Sib_07-f_37.88_38.1,Sib_07-f,37.88,38.1,./trimmed/Sib_07-f_37.88_38.1.wav,standart,"«Нет,",f,42
Sib_07-f_38.1_38.84,Sib_07-f,38.1,38.84,./trimmed/Sib_07-f_38.1_38.84.wav,standart,"двадцать человек,",f,42
Sib_07-f_38.84_40.25,Sib_07-f,38.84,40.25,./trimmed/Sib_07-f_38.84_40.25.wav,standart,галлюцинаций не может быть!»,f,42
Sib_07-f_40.25_41.84,Sib_07-f,40.25,41.84,./trimmed/Sib_07-f_40.25_41.84.wav,standart,"∙∙∙ Посмотрели в небо,",f,42
Sib_07-f_41.84_42.66,Sib_07-f,41.84,42.66,./trimmed/Sib_07-f_41.84_42.66.wav,standart,он напротив нас —,f,42
Sib_07-f_42.66_43.51,Sib_07-f,42.66,43.51,./trimmed/Sib_07-f_42.66_43.51.wav,standart,"прямо над нами так,",f,42
Sib_07-f_43.51_44.67,Sib_07-f,43.51,44.67,./trimmed/Sib_07-f_43.51_44.67.wav,standart,"— завис остановился,,,",f,42
Sib_07-f_44.67_46.19,Sib_07-f,44.67,46.19,./trimmed/Sib_07-f_44.67_46.19.wav,standart,"∙∙ пучок стал такой яркий,,,",f,42
Sib_07-f_46.19_47.38,Sib_07-f,46.19,47.38,./trimmed/Sib_07-f_46.19_47.38.wav,standart,"по диаметру как мы стояли,",f,42
Sib_07-f_47.38_49.06,Sib_07-f,47.38,49.06,./trimmed/Sib_07-f_47.38_49.06.wav,standart,нас всех так этот пучок всех осветил.,f,42
Sib_07-f_49.06_50.41,Sib_07-f,49.06,50.41,./trimmed/Sib_07-f_49.06_50.41.wav,standart,"∙∙∙ Постояли,,,",f,42
Sib_07-f_50.41_51.0,Sib_07-f,50.41,51.0,./trimmed/Sib_07-f_50.41_51.0.wav,standart,"порассуждали,,,",f,42
Sib_07-f_51.0_51.6,Sib_07-f,51.0,51.6,./trimmed/Sib_07-f_51.0_51.6.wav,standart,"н-нам показалось,",f,42
Sib_07-f_51.6_52.31,Sib_07-f,51.6,52.31,./trimmed/Sib_07-f_51.6_52.31.wav,standart,"было долго,,,",f,42
Sib_07-f_52.31_54.65,Sib_07-f,52.31,54.65,./trimmed/Sib_07-f_52.31_54.65.wav,standart,∙∙∙ наутро в газетах появилось сообщение.,f,42
Sib_07-f_54.65_58.21,Sib_07-f,54.65,58.21,./trimmed/Sib_07-f_54.65_58.21.wav,standart,"∙∙ Что-о значит свет этот был в течение где-то двух минут,",f,42
Sib_07-f_58.21_60.04,Sib_07-f,58.21,60.04,./trimmed/Sib_07-f_58.21_60.04.wav,standart,"∙∙∙ видели не только мы его,",f,42
Sib_07-f_60.04_61.22,Sib_07-f,60.04,61.22,./trimmed/Sib_07-f_60.04_61.22.wav,standart,"то есть он прошёл над городом,",f,42
Sib_07-f_61.22_63.61,Sib_07-f,61.22,63.61,./trimmed/Sib_07-f_61.22_63.61.wav,standart,и почему-то вот видели именно такие большие группы людей.,f,42
Sib_07-f_63.61_65.58,Sib_07-f,63.61,65.58,./trimmed/Sib_07-f_63.61_65.58.wav,standart,"∙∙ Всё заметочка в газете прошла,",f,42
Sib_07-f_65.58_68.17,Sib_07-f,65.58,68.17,./trimmed/Sib_07-f_65.58_68.17.wav,standart,"∙∙∙ через два дня появилось опровержение,,,",f,42
Sib_07-f_68.17_70.5,Sib_07-f,68.17,70.5,./trimmed/Sib_07-f_68.17_70.5.wav,standart,"∙∙ (У нас же та-ам-м базы военные все стоят,",f,42
Sib_07-f_70.5_71.6,Sib_07-f,70.5,71.6,./trimmed/Sib_07-f_70.5_71.6.wav,standart,Семипалатинский полигон.,f,42
Sib_07-f_71.6_73.49,Sib_07-f,71.6,73.49,./trimmed/Sib_07-f_71.6_73.49.wav,standart,Соответственно много всяких испытаний было.),f,42
Sib_07-f_73.49_75.21,Sib_07-f,73.49,75.21,./trimmed/Sib_07-f_73.49_75.21.wav,standart,"∙∙∙ наутро опровержение,",f,42
Sib_07-f_75.21_76.44,Sib_07-f,75.21,76.44,./trimmed/Sib_07-f_75.21_76.44.wav,standart,что это наверно военные.,f,42
Sib_07-f_76.44_78.72,Sib_07-f,76.44,78.72,./trimmed/Sib_07-f_76.44_78.72.wav,standart,∙∙∙ У нас так развлекались перед Новым годом...,f,42
Sib_07-f_78.72_81.18,Sib_07-f,78.72,81.18,./trimmed/Sib_07-f_78.72_81.18.wav,standart,∙∙∙ Ну и в результате так никто и не выяснил:,f,42
Sib_07-f_81.18_82.1,Sib_07-f,81.18,82.1,./trimmed/Sib_07-f_81.18_82.1.wav,standart,"что это было,,,",f,42
Sib_07-f_82.1_83.54,Sib_07-f,82.1,83.54,./trimmed/Sib_07-f_82.1_83.54.wav,standart,∙∙∙ как это было...,f,42
Sib_07-f_83.54_86.28,Sib_07-f,83.54,86.28,./trimmed/Sib_07-f_83.54_86.28.wav,standart,∙∙ Потом мы на этом же полигоне делали съёмку.,f,42
Sib_07-f_86.28_88.01,Sib_07-f,86.28,88.01,./trimmed/Sib_07-f_86.28_88.01.wav,standart,"∙∙ М-мужчины наши отказались ехать,",f,42
Sib_07-f_88.01_89.21,Sib_07-f,88.01,89.21,./trimmed/Sib_07-f_88.01_89.21.wav,standart,"(*Радиоактивная съёмка такая,",f,42
Sib_07-f_89.21_90.16,Sib_07-f,89.21,90.16,./trimmed/Sib_07-f_89.21_90.16.wav,standart,не очень хорошее дело.,f,42
Sib_07-f_90.16_91.88,Sib_07-f,90.16,91.88,./trimmed/Sib_07-f_90.16_91.88.wav,standart,"∙∙∙ Когда мы туда поехали,",f,42
Sib_07-f_91.88_92.97,Sib_07-f,91.88,92.97,./trimmed/Sib_07-f_91.88_92.97.wav,standart,"нас сразу предупредили,",f,42
Sib_07-f_92.97_94.96,Sib_07-f,92.97,94.96,./trimmed/Sib_07-f_92.97_94.96.wav,standart,"что-о ∙∙ из воды из водоемов не пить,",f,42
Sib_07-f_94.96_95.79,Sib_07-f,94.96,95.79,./trimmed/Sib_07-f_94.96_95.79.wav,standart,рыбу не ловить.,f,42
Sib_07-f_95.79_96.64,Sib_07-f,95.79,96.64,./trimmed/Sib_07-f_95.79_96.64.wav,standart,∙∙ Соответственно.,f,42
Sib_07-f_96.64_98.3,Sib_07-f,96.64,98.3,./trimmed/Sib_07-f_96.64_98.3.wav,standart,"∙∙∙ Поехали мы женщины,",f,42
Sib_07-f_98.3_99.48,Sib_07-f,98.3,99.48,./trimmed/Sib_07-f_98.3_99.48.wav,standart,"и молодой человек вызвался,",f,42
Sib_07-f_99.48_100.09,Sib_07-f,99.48,100.09,./trimmed/Sib_07-f_99.48_100.09.wav,standart,наш водитель...,f,42
Sib_07-f_100.09_101.93,Sib_07-f,100.09,101.93,./trimmed/Sib_07-f_100.09_101.93.wav,standart,"∙∙∙∙ Приехали мы туда,",f,42
Sib_07-f_101.93_104.4,Sib_07-f,101.93,104.4,./trimmed/Sib_07-f_101.93_104.4.wav,standart,"там идеально ровные по диаметру вот эти озёра,",f,42
Sib_07-f_104.4_105.89,Sib_07-f,104.4,105.89,./trimmed/Sib_07-f_104.4_105.89.wav,standart,"вода там изумрудная вот-т!,",f,42
Sib_07-f_105.89_107.07,Sib_07-f,105.89,107.07,./trimmed/Sib_07-f_105.89_107.07.wav,standart,"∙∙ даже в Байкале такой нет,",f,42
Sib_07-f_107.07_108.02,Sib_07-f,107.07,108.02,./trimmed/Sib_07-f_107.07_108.02.wav,standart,"цвет такой очень яркий,",f,42
Sib_07-f_108.02_108.89,Sib_07-f,108.02,108.89,./trimmed/Sib_07-f_108.02_108.89.wav,standart,такой насыщенный.,f,42
Sib_07-f_108.89_111.18,Sib_07-f,108.89,111.18,./trimmed/Sib_07-f_108.89_111.18.wav,standart,"∙∙∙ Соответственно мальчики решили проверить,,,",f,42
Sib_07-f_111.18_113.44,Sib_07-f,111.18,113.44,./trimmed/Sib_07-f_111.18_113.44.wav,standart,"∙∙∙ Димка сразу забросил удочку,",f,42
Sib_07-f_113.44_114.05,Sib_07-f,113.44,114.05,./trimmed/Sib_07-f_113.44_114.05.wav,standart,"поймал рыбу,",f,42
Sib_07-f_114.05_114.89,Sib_07-f,114.05,114.89,./trimmed/Sib_07-f_114.05_114.89.wav,standart,"ну рыба обыкновенная,",f,42
Sib_07-f_114.89_115.84,Sib_07-f,114.89,115.84,./trimmed/Sib_07-f_114.89_115.84.wav,standart,"только крупная такая,",f,42
Sib_07-f_115.84_117.22,Sib_07-f,115.84,117.22,./trimmed/Sib_07-f_115.84_117.22.wav,standart,никаких таких отклонений нет...,f,42
Sib_07-f_117.22_118.7,Sib_07-f,117.22,118.7,./trimmed/Sib_07-f_117.22_118.7.wav,standart,"∙∙∙ Было очень жарко,",f,42
Sib_07-f_118.7_120.03,Sib_07-f,118.7,120.03,./trimmed/Sib_07-f_118.7_120.03.wav,standart,"хотелось очень искупаться,",f,42
Sib_07-f_120.03_120.8,Sib_07-f,120.03,120.8,./trimmed/Sib_07-f_120.03_120.8.wav,standart,∙∙ но нам сказали,f,42
Sib_07-f_120.8_122.49,Sib_07-f,120.8,122.49,./trimmed/Sib_07-f_120.8_122.49.wav,standart,"что «У вас время вот буквально четыре часа’.»,",f,42
Sib_07-f_122.49_123.24,Sib_07-f,122.49,123.24,./trimmed/Sib_07-f_122.49_123.24.wav,standart,"то есть <вы | вот> приехали,",f,42
Sib_07-f_123.24_123.94,Sib_07-f,123.24,123.94,./trimmed/Sib_07-f_123.24_123.94.wav,standart,"съёмку сделали,",f,42
Sib_07-f_123.94_124.6,Sib_07-f,123.94,124.6,./trimmed/Sib_07-f_123.94_124.6.wav,standart,надо уехать.,f,42
Sib_07-f_124.6_125.72,Sib_07-f,124.6,125.72,./trimmed/Sib_07-f_124.6_125.72.wav,standart,"∙∙ Все фонят,",f,42
Sib_07-f_125.72_127.26,Sib_07-f,125.72,127.26,./trimmed/Sib_07-f_125.72_127.26.wav,standart,"∙∙ мы-ы’ з= ‖ сняли замеры,",f,42
Sib_07-f_127.26_127.87,Sib_07-f,127.26,127.87,./trimmed/Sib_07-f_127.26_127.87.wav,standart,"как фонят,",f,42
Sib_07-f_127.87_129.419,Sib_07-f,127.87,129.419,./trimmed/Sib_07-f_127.87_129.419.wav,standart,"∙∙ набрали ∙∙ пробы воды,",f,42
Sib_07-f_129.419_129.949,Sib_07-f,129.419,129.949,./trimmed/Sib_07-f_129.419_129.949.wav,standart,и увезли.,f,42
Sib_07-f_129.949_131.17,Sib_07-f,129.949,131.17,./trimmed/Sib_07-f_129.949_131.17.wav,standart,"∙∙∙ Сдали отчёт,",f,42
Sib_07-f_131.17_133.54,Sib_07-f,131.17,133.54,./trimmed/Sib_07-f_131.17_133.54.wav,standart,результаты нам конечно никто ∙∙ не рассказал.,f,42
Sib_07-f_133.54_135.5,Sib_07-f,133.54,135.5,./trimmed/Sib_07-f_133.54_135.5.wav,standart,∙∙∙ Вот-т ∙∙ в принципе и всё.,f,42
